"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","Count","ont","comparison","geneID","symbol"
"1","GO:0006260","DNA replication","62/208","268/18493",6.52675660282114e-65,2.17536797572028e-61,1.27031294301224e-61,62,"bp","ChemoRes","10111/57697/201254/80010/7156/641/116028/6117/545/2956/4437/6118/1763/3364/5111/2237/7486/472/5888/353497/1111/4361/4683/672/5981/84126/5884/675/11200/580/8243/9400/63967/9156/83990/5932/5982/11277/50484/5984/6119/10524/5983/5426/63922/5985/5557/5422/5558/5424/983/7150/11198/9126/1017/5928/25942/3725/5931/898/4172/890","RAD50/FANCM/CENPX/RMI1/TOP3A/BLM/RMI2/RPA1/ATR/MSH6/MSH3/RPA2/DNA2/HUS1/PCNA/FEN1/WRN/ATM/RAD51/POLN/CHEK1/MRE11/NBN/BRCA1/RFC1/ATRIP/RAD17/BRCA2/CHEK2/BARD1/SMC1A/RECQL5/CLSPN/EXO1/BRIP1/RBBP8/RFC2/TREX1/RRM2B/RFC4/RPA3/KAT5/RFC3/POLE/CHTF18/RFC5/PRIM1/POLA1/PRIM2/POLD1/CDK1/TOP1/SUPT16H/SMC3/CDK2/RBBP4/SIN3A/JUN/RBBP7/CCNE1/MCM3/CCNA2"
"2","GO:0006302","double-strand break repair","58/208","236/18493",3.07267309300174e-62,5.1206097094874e-59,2.99019607840011e-59,58,"bp","ChemoRes","2187/5893/10111/80010/641/116028/6117/4436/6118/1763/3364/2237/7486/472/5888/353497/1111/4361/4683/4292/672/5591/64421/7520/3014/9025/9656/7158/675/11200/580/9400/2547/9156/83990/5932/22909/51720/56916/84142/79184/9577/22976/7341/142/51588/8924/6119/5371/10524/5422/7528/121504/4255/9112/51341/23028/8290","FANCB/RAD52/RAD50/RMI1/BLM/RMI2/RPA1/MSH2/RPA2/DNA2/HUS1/FEN1/WRN/ATM/RAD51/POLN/CHEK1/MRE11/NBN/MLH1/BRCA1/PRKDC/DCLRE1C/XRCC5/H2AFX/RNF8/MDC1/TP53BP1/BRCA2/CHEK2/BARD1/RECQL5/XRCC6/EXO1/BRIP1/RBBP8/FAN1/UIMC1/SMARCAD1/ABRAXAS1/BRCC3/BABAM2/PAXIP1/SUMO1/PARP1/PIAS4/HERC2/RPA3/PML/KAT5/POLA1/YY1/HIST4H4/MGMT/MTA1/ZBTB7A/KDM1A/HIST3H3"
"3","GO:0051052","regulation of DNA metabolic process","58/208","412/18493",2.48301843496907e-47,2.75863348125063e-44,1.61091266184484e-44,58,"bp","ChemoRes","2187/5893/3082/10111/641/116028/545/4436/2956/4437/6118/1763/3364/5111/7486/472/5888/1111/4361/4683/4292/672/7520/5884/3014/9025/7158/11200/7157/8243/9400/5982/5984/51720/56916/84142/79184/9577/22976/142/4609/5371/5983/63922/5985/983/9126/1017/4255/23411/4869/10155/3725/1786/53615/23028/1499/890","FANCB/RAD52/HGF/RAD50/BLM/RMI2/ATR/MSH2/MSH6/MSH3/RPA2/DNA2/HUS1/PCNA/WRN/ATM/RAD51/CHEK1/MRE11/NBN/MLH1/BRCA1/XRCC5/RAD17/H2AFX/RNF8/TP53BP1/CHEK2/TP53/SMC1A/RECQL5/RFC2/RFC4/UIMC1/SMARCAD1/ABRAXAS1/BRCC3/BABAM2/PAXIP1/PARP1/MYC/PML/RFC3/CHTF18/RFC5/CDK1/SMC3/CDK2/MGMT/SIRT1/NPM1/TRIM28/JUN/DNMT1/MBD3/KDM1A/CTNNB1/CCNA2"
"4","GO:0000790","nuclear chromatin","57/208","369/19659",2.76414990883653e-50,7.24207276115172e-48,4.50992879862803e-48,57,"cc","ChemoRes","10111/2956/5888/5884/3014/7157/10856/6597/3065/8467/4609/10524/5925/7528/1869/121504/1385/8350/1387/3066/2648/2099/6667/1051/5970/23411/10155/367/6595/6599/6598/5928/6601/86/25942/1107/1108/1457/9219/9611/3725/9112/6304/4088/9612/51341/6774/860/5931/53615/23028/3020/3622/8290/1499/6886/23468","RAD50/MSH6/RAD51/RAD17/H2AFX/TP53/RUVBL2/SMARCA4/HDAC1/SMARCA5/MYC/KAT5/RB1/YY1/E2F1/HIST4H4/CREB1/HIST1H3A/CREBBP/HDAC2/KAT2A/ESR1/SP1/CEBPB/RELA/SIRT1/TRIM28/AR/SMARCA2/SMARCC1/SMARCB1/RBBP4/SMARCC2/ACTL6A/SIN3A/CHD3/CHD4/CSNK2A1/MTA2/NCOR1/JUN/MTA1/SATB1/SMAD3/NCOR2/ZBTB7A/STAT3/RUNX2/RBBP7/MBD3/KDM1A/H3F3A/ING2/HIST3H3/CTNNB1/TAL1/CBX5"
"5","GO:0009314","response to radiation","57/208","443/18493",3.14533557806037e-44,1.74723391361253e-41,1.02030271646204e-41,57,"bp","ChemoRes","867/2189/641/2177/545/4436/2956/3364/5883/5810/5111/2237/7486/472/5888/1111/672/11073/5591/64421/7520/3014/9025/7158/11200/7157/8243/9400/2547/10856/51720/84142/79184/9577/22976/56852/142/4609/5371/10524/5424/4193/2033/7528/1385/1387/4255/5970/23411/4869/3091/3725/9112/8554/23028/595/1026","CBL/FANCG/BLM/FANCD2/ATR/MSH2/MSH6/HUS1/RAD9A/RAD1/PCNA/FEN1/WRN/ATM/RAD51/CHEK1/BRCA1/TOPBP1/PRKDC/DCLRE1C/XRCC5/H2AFX/RNF8/TP53BP1/CHEK2/TP53/SMC1A/RECQL5/XRCC6/RUVBL2/UIMC1/ABRAXAS1/BRCC3/BABAM2/PAXIP1/RAD18/PARP1/MYC/PML/KAT5/POLD1/MDM2/EP300/YY1/CREB1/CREBBP/MGMT/RELA/SIRT1/NPM1/HIF1A/JUN/MTA1/PIAS1/KDM1A/CCND1/CDKN1A"
"6","GO:0006310","DNA recombination","49/208","282/18493",2.22252340200806e-44,1.48153409977858e-41,8.65146477960613e-42,49,"bp","ChemoRes","2187/5893/10111/57697/201254/80010/641/116028/6117/4436/2956/4437/6118/3364/2237/7486/472/5888/353497/1111/4361/4683/4292/672/5591/64421/7520/3014/9025/7158/675/9400/2547/10856/9156/83990/5932/22909/11277/56916/22976/142/6119/7153/7155/7528/86/23028/64919","FANCB/RAD52/RAD50/FANCM/CENPX/RMI1/BLM/RMI2/RPA1/MSH2/MSH6/MSH3/RPA2/HUS1/FEN1/WRN/ATM/RAD51/POLN/CHEK1/MRE11/NBN/MLH1/BRCA1/PRKDC/DCLRE1C/XRCC5/H2AFX/RNF8/TP53BP1/BRCA2/RECQL5/XRCC6/RUVBL2/EXO1/BRIP1/RBBP8/FAN1/TREX1/SMARCAD1/PAXIP1/PARP1/RPA3/TOP2A/TOP2B/YY1/ACTL6A/KDM1A/BCL11B"
"7","GO:0016569","covalent chromatin modification","48/208","470/18493",2.66605766251248e-32,4.67682641534426e-30,2.73104743378702e-30,48,"bp","ChemoRes","9252/2122/472/1111/672/9025/675/10856/51720/56916/79184/22976/3065/10524/2033/983/1387/3066/2648/1017/23411/10155/8850/6598/5928/9031/86/25942/1107/1108/9219/9112/1786/6304/8841/4000/1487/10014/5931/53615/23028/3622/8819/5926/1499/9759/6839/890","RPS6KA5/MECOM/ATM/CHEK1/BRCA1/RNF8/BRCA2/RUVBL2/UIMC1/SMARCAD1/BRCC3/PAXIP1/HDAC1/KAT5/EP300/CDK1/CREBBP/HDAC2/KAT2A/CDK2/SIRT1/TRIM28/KAT2B/SMARCB1/RBBP4/BAZ1B/ACTL6A/SIN3A/CHD3/CHD4/MTA2/MTA1/DNMT1/SATB1/HDAC3/LMNA/CTBP1/HDAC5/RBBP7/MBD3/KDM1A/ING2/SAP30/ARID4A/CTNNB1/HDAC4/SUV39H1/CCNA2"
"8","GO:0016570","histone modification","47/208","456/18493",8.51345019924927e-32,1.41876647570489e-29,8.28493127284837e-30,47,"bp","ChemoRes","9252/2122/472/1111/672/9025/675/10856/51720/56916/79184/22976/3065/10524/2033/983/1387/3066/2648/1017/23411/8850/6598/5928/9031/86/25942/1107/1108/9219/9112/1786/6304/8841/4000/1487/10014/5931/53615/23028/3622/8819/5926/1499/9759/6839/890","RPS6KA5/MECOM/ATM/CHEK1/BRCA1/RNF8/BRCA2/RUVBL2/UIMC1/SMARCAD1/BRCC3/PAXIP1/HDAC1/KAT5/EP300/CDK1/CREBBP/HDAC2/KAT2A/CDK2/SIRT1/KAT2B/SMARCB1/RBBP4/BAZ1B/ACTL6A/SIN3A/CHD3/CHD4/MTA2/MTA1/DNMT1/SATB1/HDAC3/LMNA/CTBP1/HDAC5/RBBP7/MBD3/KDM1A/ING2/SAP30/ARID4A/CTNNB1/HDAC4/SUV39H1/CCNA2"
"9","GO:0098687","chromosomal region","47/208","346/19659",1.49600637195846e-38,1.95976834726558e-36,1.22042625080822e-36,47,"cc","ChemoRes","84295/10111/201254/641/6117/545/4436/6118/1763/5111/2237/7486/472/5888/1111/4361/4683/5591/64421/7520/5884/3014/9025/7158/675/11200/8243/2547/142/5371/5424/983/121504/9126/1017/1051/8850/9031/25942/1786/23028/3020/8290/1616/4172/6839/23468","PHF6/RAD50/CENPX/BLM/RPA1/ATR/MSH2/RPA2/DNA2/PCNA/FEN1/WRN/ATM/RAD51/CHEK1/MRE11/NBN/PRKDC/DCLRE1C/XRCC5/RAD17/H2AFX/RNF8/TP53BP1/BRCA2/CHEK2/SMC1A/XRCC6/PARP1/PML/POLD1/CDK1/HIST4H4/SMC3/CDK2/CEBPB/KAT2B/BAZ1B/SIN3A/DNMT1/KDM1A/H3F3A/HIST3H3/DAXX/MCM3/SUV39H1/CBX5"
"10","GO:0000075","cell cycle checkpoint","42/208","216/18493",4.06670353511679e-40,1.69429036031803e-37,9.89386162688283e-38,42,"bp","ChemoRes","641/545/4436/79968/2956/6118/1763/3364/5883/5810/5111/472/1111/4361/4683/672/84126/11073/5591/5884/3014/9656/7158/11200/7157/63967/83990/51720/84142/79184/9577/7153/7155/5371/4193/2033/5925/1869/983/1017/595/1026","BLM/ATR/MSH2/WDR76/MSH6/RPA2/DNA2/HUS1/RAD9A/RAD1/PCNA/ATM/CHEK1/MRE11/NBN/BRCA1/ATRIP/TOPBP1/PRKDC/RAD17/H2AFX/MDC1/TP53BP1/CHEK2/TP53/CLSPN/BRIP1/UIMC1/ABRAXAS1/BRCC3/BABAM2/TOP2A/TOP2B/PML/MDM2/EP300/RB1/E2F1/CDK1/CDK2/CCND1/CDKN1A"
"11","GO:0060249","anatomical structure homeostasis","42/208","425/18493",1.22080603670886e-27,1.62757860814025e-25,9.50429626052494e-26,42,"bp","ChemoRes","5881/10111/641/6117/545/6118/1763/3364/5111/2237/5230/7486/472/5888/4361/4683/5981/5591/64421/7520/580/2547/9156/5982/5984/142/6119/4609/5371/5983/5985/5557/5422/5558/5424/5925/121504/3091/4851/8290/1499/898","/RAD50/BLM/RPA1/ATR/RPA2/DNA2/HUS1/PCNA/FEN1/PGK1/WRN/ATM/RAD51/MRE11/NBN/RFC1/PRKDC/DCLRE1C/XRCC5/BARD1/XRCC6/EXO1/RFC2/RFC4/PARP1/RPA3/MYC/PML/RFC3/RFC5/PRIM1/POLA1/PRIM2/POLD1/RB1/HIST4H4/HIF1A/NOTCH1/HIST3H3/CTNNB1/CCNE1"
